Restaurant Name,Country Code,City,Locality,Cuisines,Avg_Cost,Currency,Accepts_Table_Booking,Online Delivery,Is delivering now,Switch to order menu,Price range,Aggregate_Rating,Rating_Schema,Rating,Votes,Country,Exchange Rate (to INR),Converted Cost (INR)
Red Mango,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,365,India,1.0,700.0
Red Mango,1,Gurgaon,"Cyber Hub, DLF Cyber City",Desserts,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,365,India,1.0,700.0
Rred Hot Asian Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Chinese,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384,India,1.0,1400.0
Rred Hot Asian Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Japanese,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384,India,1.0,1400.0
Rred Hot Asian Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Thai,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384,India,1.0,1400.0
Rred Hot Asian Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Asian,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384,India,1.0,1400.0
Smaaash,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,622,India,1.0,1400.0
Smaaash,1,Gurgaon,"Cyber Hub, DLF Cyber City",Thai,1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,622,India,1.0,1400.0
Smaaash,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,622,India,1.0,1400.0
Starbucks,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,560,India,1.0,700.0
Sutra Gastropub,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mediterranean,2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,India,1.0,2300.0
Sutra Gastropub,1,Gurgaon,"Cyber Hub, DLF Cyber City",European,2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,India,1.0,2300.0
Sutra Gastropub,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,India,1.0,2300.0
Sutra Gastropub,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,India,1.0,2300.0
Taco Bell,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mexican,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,176,India,1.0,550.0
Taco Bell,1,Gurgaon,"Cyber Hub, DLF Cyber City",Fast Food,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,176,India,1.0,550.0
The People & Co.,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,173,India,1.0,1700.0
The People & Co.,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,173,India,1.0,1700.0
Theobroma,1,Gurgaon,"Cyber Hub, DLF Cyber City",Bakery,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,227,India,1.0,600.0
Theobroma,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,227,India,1.0,600.0
Wendy's,1,Gurgaon,"Cyber Hub, DLF Cyber City",Burger,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,296,India,1.0,400.0
Wendy's,1,Gurgaon,"Cyber Hub, DLF Cyber City",Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,296,India,1.0,400.0
The Wine Company,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.4,Red,Poor,2412,India,1.0,2000.0
The Wine Company,1,Gurgaon,"Cyber Hub, DLF Cyber City",European,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.4,Red,Poor,2412,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",Seafood,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cafe Delhi Heights,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,India,1.0,2000.0
Cyber Hub Social,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716,India,1.0,1500.0
Cyber Hub Social,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716,India,1.0,1500.0
Cyber Hub Social,1,Gurgaon,"Cyber Hub, DLF Cyber City",Asian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716,India,1.0,1500.0
Cyber Hub Social,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716,India,1.0,1500.0
Delifrance - The France Cafe Bakery,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,199,India,1.0,800.0
Delifrance - The France Cafe Bakery,1,Gurgaon,"Cyber Hub, DLF Cyber City",Bakery,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,199,India,1.0,800.0
Delifrance - The France Cafe Bakery,1,Gurgaon,"Cyber Hub, DLF Cyber City",Desserts,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,199,India,1.0,800.0
Dhaba By Claridges,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.0,Green,Very Good,1658,India,1.0,2000.0
Farzi Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Modern Indian,2200,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,4385,India,1.0,2200.0
Hard Rock Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mediterranean,2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949,India,1.0,2500.0
Hard Rock Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mexican,2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949,India,1.0,2500.0
Hard Rock Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949,India,1.0,2500.0
Hard Rock Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949,India,1.0,2500.0
Instapizza,1,Gurgaon,"Cyber Hub, DLF Cyber City",Pizza,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,219,India,1.0,900.0
Instapizza,1,Gurgaon,"Cyber Hub, DLF Cyber City",Fast Food,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,219,India,1.0,900.0
Made In Punjab,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,1595,India,1.0,1500.0
Made In Punjab,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mughlai,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,1595,India,1.0,1500.0
Nando's,1,Gurgaon,"Cyber Hub, DLF Cyber City",Portuguese,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,1730,India,1.0,1200.0
Nando's,1,Gurgaon,"Cyber Hub, DLF Cyber City",African,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,1730,India,1.0,1200.0
Quaff,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,1750,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,353,India,1.0,1750.0
Quaff,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1750,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,353,India,1.0,1750.0
Quaff,1,Gurgaon,"Cyber Hub, DLF Cyber City",Chinese,1750,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,353,India,1.0,1750.0
SodaBottleOpenerWala,1,Gurgaon,"Cyber Hub, DLF Cyber City",Parsi,1300,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,2843,India,1.0,1300.0
SodaBottleOpenerWala,1,Gurgaon,"Cyber Hub, DLF Cyber City",Iranian,1300,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,2843,India,1.0,1300.0
The Grill Mill,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,209,India,1.0,1500.0
The Grill Mill,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,209,India,1.0,1500.0
The Grill Mill,1,Gurgaon,"Cyber Hub, DLF Cyber City",Asian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,209,India,1.0,1500.0
Knight Rider,1,Gurgaon,DLF Cyber City,North Indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,185,India,1.0,1200.0
Knight Rider,1,Gurgaon,DLF Cyber City,Continental,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,185,India,1.0,1200.0
Chaayos,1,Gurgaon,DLF Cyber City,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,393,India,1.0,400.0
Chaayos,1,Gurgaon,DLF Cyber City,Tea,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,393,India,1.0,400.0
Nooba,1,Gurgaon,DLF Cyber City,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,333,India,1.0,1500.0
Domino's Pizza,1,Gurgaon,DLF Cyber City,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125,India,1.0,700.0
Domino's Pizza,1,Gurgaon,DLF Cyber City,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125,India,1.0,700.0
Indigo Delicatessen,1,Gurgaon,DLF Cyber City,European,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,205,India,1.0,1800.0
Indigo Delicatessen,1,Gurgaon,DLF Cyber City,Continental,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,205,India,1.0,1800.0
Escape Terrace Bar Kitchen,1,Gurgaon,"DLF Galleria, DLF Phase 4",Finger Food,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,294,India,1.0,1700.0
Kwaliti,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129,India,1.0,700.0
Kwaliti,1,Gurgaon,"DLF Galleria, DLF Phase 4",Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129,India,1.0,700.0
Kwaliti,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129,India,1.0,700.0
Subway,1,Gurgaon,"DLF Galleria, DLF Phase 4",American,500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125,India,1.0,500.0
Subway,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125,India,1.0,500.0
Subway,1,Gurgaon,"DLF Galleria, DLF Phase 4",Salad,500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125,India,1.0,500.0
Subway,1,Gurgaon,"DLF Galleria, DLF Phase 4",Healthy Food,500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125,India,1.0,500.0
Burger Point,1,Gurgaon,"DLF Galleria, DLF Phase 4",Burger,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,74,India,1.0,300.0
Burger Point,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,74,India,1.0,300.0
Chaat Chowk,1,Gurgaon,"DLF Galleria, DLF Phase 4",Street Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,217,India,1.0,350.0
Chef Style,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,239,India,1.0,700.0
Chef Style,1,Gurgaon,"DLF Galleria, DLF Phase 4",Mughlai,700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,239,India,1.0,700.0
Delhicacy,1,Gurgaon,"DLF Galleria, DLF Phase 4",Street Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317,India,1.0,350.0
Delhicacy,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317,India,1.0,350.0
Delhicacy,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317,India,1.0,350.0
Dimsum & Co.,1,Gurgaon,"DLF Galleria, DLF Phase 4",Chinese,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,136,India,1.0,650.0
Instapizza,1,Gurgaon,"DLF Galleria, DLF Phase 4",Pizza,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,426,India,1.0,900.0
Instapizza,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,426,India,1.0,900.0
L'Opera,1,Gurgaon,"DLF Galleria, DLF Phase 4",Bakery,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,196,India,1.0,400.0
L'Opera,1,Gurgaon,"DLF Galleria, DLF Phase 4",Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,196,India,1.0,400.0
L'Opera,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,196,India,1.0,400.0
Lazeez Food,1,Gurgaon,"DLF Galleria, DLF Phase 4",Mughlai,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,173,India,1.0,800.0
Lazeez Food,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,173,India,1.0,800.0
Le Marche Sugar & Spice Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,52,India,1.0,700.0
Le Marche Sugar & Spice Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Italian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,52,India,1.0,700.0
Le Marche Sugar & Spice Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,52,India,1.0,700.0
The Breakfast Club,1,Gurgaon,"DLF Galleria, DLF Phase 4",Continental,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,189,India,1.0,500.0
The Breakfast Club,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,189,India,1.0,500.0
Sugar & Spice - Le Marche,1,Gurgaon,"DLF Galleria, DLF Phase 4",Bakery,800,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,88,India,1.0,800.0
Sugar & Spice - Le Marche,1,Gurgaon,"DLF Galleria, DLF Phase 4",Fast Food,800,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,88,India,1.0,800.0
Crudo Juicery,1,Gurgaon,"DLF Galleria, DLF Phase 4",Beverages,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,154,India,1.0,400.0
Crudo Juicery,1,Gurgaon,"DLF Galleria, DLF Phase 4",Salad,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,154,India,1.0,400.0
Fork with Stick,1,Gurgaon,"DLF Galleria, DLF Phase 4",Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,169,India,1.0,800.0
Uptown Fresh Beer Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Finger Food,2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,India,1.0,2500.0
Uptown Fresh Beer Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",North Indian,2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,India,1.0,2500.0
Uptown Fresh Beer Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Italian,2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,India,1.0,2500.0
Uptown Fresh Beer Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",European,2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,India,1.0,2500.0
Uptown Fresh Beer Cafe,1,Gurgaon,"DLF Galleria, DLF Phase 4",Continental,2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,India,1.0,2500.0
Barista,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,18,India,1.0,650.0
Cafe Coffee Day,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,27,India,1.0,450.0
Domino's Pizza,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,30,India,1.0,700.0
Domino's Pizza,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,30,India,1.0,700.0
Italiano,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Italian,1500,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average,49,India,1.0,1500.0
McDonald's,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,30,India,1.0,500.0
McDonald's,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Burger,500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,30,India,1.0,500.0
Parantha Gurus,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27,India,1.0,500.0
Pizza Hut Delivery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Italian,800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,29,India,1.0,800.0
Pizza Hut Delivery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Pizza,800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,29,India,1.0,800.0
Pizza Hut Delivery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,29,India,1.0,800.0
Sibang Bakery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India,1.0,300.0
Sibang Bakery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India,1.0,300.0
Sibang Bakery,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India,1.0,300.0
Sonya Bakery Cafe,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Bakery,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20,India,1.0,350.0
Sonya Bakery Cafe,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Desserts,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20,India,1.0,350.0
Sonya Bakery Cafe,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Beverages,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20,India,1.0,350.0
Subway,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",American,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46,India,1.0,500.0
Subway,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46,India,1.0,500.0
Subway,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Salad,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46,India,1.0,500.0
Subway,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Healthy Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46,India,1.0,500.0
Viva Hyderabad,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,69,India,1.0,600.0
Viva Hyderabad,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,69,India,1.0,600.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",North Indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Continental,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Chinese,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Japanese,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Italian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
7 Barrel Brew Pub,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Thai,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,India,1.0,2000.0
Wai Yu Mun Ching,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Chinese,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,112,India,1.0,800.0
Wai Yu Mun Ching,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Thai,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,112,India,1.0,800.0
Baskin Robbins,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,300.0
KFC,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",American,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,73,India,1.0,500.0
KFC,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,73,India,1.0,500.0
KFC,1,Gurgaon,"DLF Mega Mall, DLF Phase 1",Burger,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,73,India,1.0,500.0
Burmese Kitchen Plus,1,Gurgaon,DLF Phase 1,Burmese,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,65,India,1.0,800.0
Burmese Kitchen Plus,1,Gurgaon,DLF Phase 1,Chinese,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,65,India,1.0,800.0
Burmese Kitchen Plus,1,Gurgaon,DLF Phase 1,Thai,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,65,India,1.0,800.0
Drinks Come True,1,Gurgaon,DLF Phase 1,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India,1.0,150.0
Drinks Come True,1,Gurgaon,DLF Phase 1,Juices,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India,1.0,150.0
Eat All Nite,1,Gurgaon,DLF Phase 1,North Indian,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,184,India,1.0,800.0
Eat All Nite,1,Gurgaon,DLF Phase 1,Chinese,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,184,India,1.0,800.0
Eat All Nite,1,Gurgaon,DLF Phase 1,Fast Food,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,184,India,1.0,800.0
Frontier,1,Gurgaon,DLF Phase 1,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India,1.0,200.0
GenY Cuisines,1,Gurgaon,DLF Phase 1,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India,1.0,250.0
GenY Cuisines,1,Gurgaon,DLF Phase 1,Mexican,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India,1.0,250.0
