Restaurant Name,Country Code,City,Locality,Cuisines,Avg_Cost,Currency,Accepts_Table_Booking,Online Delivery,Is delivering now,Switch to order menu,Price range,Aggregate_Rating,Rating_Schema,Rating,Votes,Country,Exchange Rate (to INR),Converted Cost (INR)
Chavi Food Point,1,New Delhi,Palam,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India,1.0,350.0
Cook & Connect,1,New Delhi,Palam,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,600.0
Cook & Connect,1,New Delhi,Palam,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,600.0
Cook & Connect,1,New Delhi,Palam,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,600.0
Dinesh Ka Mithila Dhaba,1,New Delhi,Palam,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,150.0
Domino's Pizza,1,New Delhi,Palam,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,700.0
Domino's Pizza,1,New Delhi,Palam,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,700.0
Flavors Of London,1,New Delhi,Palam,Desserts,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Flavors Of London,1,New Delhi,Palam,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Flavors Of London,1,New Delhi,Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Flavours Of London,1,New Delhi,Palam,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Flavours Of London,1,New Delhi,Palam,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Foji Bhai Hotel,1,New Delhi,Palam,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,100.0
Green Chilli,1,New Delhi,Palam,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India,1.0,200.0
Hook N Cook,1,New Delhi,Palam,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,600.0
Hyderabadi & Muradabadi Chicken Corner,1,New Delhi,Palam,Mughlai,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,450.0
It's Pizza Town,1,New Delhi,Palam,Pizza,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
It's Pizza Town,1,New Delhi,Palam,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
ITO Ke Mashoor Chole Bhature,1,New Delhi,Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,100.0
Janta Special Lassi Corner,1,New Delhi,Palam,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,150.0
Kairi The Royal Taste,1,New Delhi,Palam,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,400.0
Kairi The Royal Taste,1,New Delhi,Palam,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,400.0
Kairi The Royal Taste,1,New Delhi,Palam,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,400.0
Kasba,1,New Delhi,Palam,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Kayasthas Food Junction,1,New Delhi,Palam,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Kayasthas Food Junction,1,New Delhi,Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
KGN Chicken Corner,1,New Delhi,Palam,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,350.0
Maggi Point,1,New Delhi,Palam,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Maggi Point,1,New Delhi,Palam,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Momozone,1,New Delhi,Palam,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,150.0
Munna Bakery,1,New Delhi,Palam,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,100.0
N.S. Pizza Point,1,New Delhi,Palam,Pizza,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Nand Bhai Chholey Bhature,1,New Delhi,Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,100.0
New Lazeez Tandoor,1,New Delhi,Palam,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
New Lazeez Tandoor,1,New Delhi,Palam,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
Pizza Day,1,New Delhi,Palam,Pizza,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
Pizza Day,1,New Delhi,Palam,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
Pizza Day,1,New Delhi,Palam,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
Pizza Day,1,New Delhi,Palam,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2,India,1.0,500.0
Pritam Tiffin Service,1,New Delhi,Palam,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,100.0
Rana Sweets and Restaurant,1,New Delhi,Palam,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Rana Sweets and Restaurant,1,New Delhi,Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Rana Sweets and Restaurant,1,New Delhi,Palam,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Rastogi Sweets & Caterers,1,New Delhi,Palam,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,100.0
Rastogi Sweets & Caterers,1,New Delhi,Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,100.0
Recipe Tadka,1,New Delhi,Palam,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,India,1.0,500.0
Sahi Pakde Hain,1,New Delhi,Palam,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,550.0
Sahi Pakde Hain,1,New Delhi,Palam,Mughlai,550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,550.0
Sahi Pakde Hain,1,New Delhi,Palam,Chinese,550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,550.0
Sher e Punjab Rasoi,1,New Delhi,Palam,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,400.0
Shyam Rasoi,1,New Delhi,Palam,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Subhan Chicken Biryani,1,New Delhi,Palam,Biryani,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,200.0
Surprise - Bakers & Bites,1,New Delhi,Palam,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,400.0
Surprise - Bakers & Bites,1,New Delhi,Palam,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,400.0
The Night Rider,1,New Delhi,Palam,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
The Night Rider,1,New Delhi,Palam,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Vikram Ji Snacks,1,New Delhi,Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,200.0
Yadav Chaat Bhandar,1,New Delhi,Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,100.0
Yadav Ji Chholey Bhature,1,New Delhi,Palam,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,50.0
Burger King,1,New Delhi,"Palate of Delhi, Chanakyapuri",Burger,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,10,India,1.0,500.0
Burger King,1,New Delhi,"Palate of Delhi, Chanakyapuri",Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,10,India,1.0,500.0
Chaayos,1,New Delhi,"Palate of Delhi, Chanakyapuri",Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,4,India,1.0,400.0
Chaayos,1,New Delhi,"Palate of Delhi, Chanakyapuri",Tea,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,4,India,1.0,400.0
Berco's,1,New Delhi,"Palate of Delhi, Chanakyapuri",Chinese,900,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,900.0
Berco's,1,New Delhi,"Palate of Delhi, Chanakyapuri",Thai,900,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,900.0
Chicago Pizza,1,New Delhi,"Palate of Delhi, Chanakyapuri",Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,600.0
Domino's Pizza,1,New Delhi,"Palate of Delhi, Chanakyapuri",Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,700.0
Domino's Pizza,1,New Delhi,"Palate of Delhi, Chanakyapuri",Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,700.0
Dunkin' Donuts,1,New Delhi,"Palate of Delhi, Chanakyapuri",Burger,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,600.0
Dunkin' Donuts,1,New Delhi,"Palate of Delhi, Chanakyapuri",Desserts,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,600.0
Dunkin' Donuts,1,New Delhi,"Palate of Delhi, Chanakyapuri",Fast Food,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,600.0
Keventers,1,New Delhi,"Palate of Delhi, Chanakyapuri",Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India,1.0,400.0
Khan Chacha,1,New Delhi,"Palate of Delhi, Chanakyapuri",Mughlai,650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,650.0
Khan Chacha,1,New Delhi,"Palate of Delhi, Chanakyapuri",North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,650.0
Wow! Momo,1,New Delhi,"Palate of Delhi, Chanakyapuri",Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Wow! Momo,1,New Delhi,"Palate of Delhi, Chanakyapuri",Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Aalis Kathi Kabab,1,New Delhi,Panchsheel Park,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,46,India,1.0,400.0
Aalis Kathi Kabab,1,New Delhi,Panchsheel Park,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,46,India,1.0,400.0
Dill's Chawla Chik Inn,1,New Delhi,Panchsheel Park,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,66,India,1.0,550.0
Dill's Chawla Chik Inn,1,New Delhi,Panchsheel Park,Mughlai,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,66,India,1.0,550.0
Ipshita's Cakes Mamma Bakes,1,New Delhi,Panchsheel Park,Bakery,700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,India,1.0,700.0
Big Wong,1,New Delhi,Panchsheel Park,Chinese,900,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,108,India,1.0,900.0
Big Wong,1,New Delhi,Panchsheel Park,Thai,900,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,108,India,1.0,900.0
Giani's,1,New Delhi,Pandara Road Market,Ice Cream,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,39,India,1.0,400.0
Giani's,1,New Delhi,Pandara Road Market,Desserts,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,39,India,1.0,400.0
Baskin Robbins,1,New Delhi,Pandara Road Market,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,39,India,1.0,300.0
Chicken Inn,1,New Delhi,Pandara Road Market,North Indian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,447,India,1.0,1500.0
Chicken Inn,1,New Delhi,Pandara Road Market,Mughlai,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,447,India,1.0,1500.0
Chicken Inn,1,New Delhi,Pandara Road Market,Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,447,India,1.0,1500.0
Ichiban,1,New Delhi,Pandara Road Market,Chinese,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,768,India,1.0,1200.0
Ichiban,1,New Delhi,Pandara Road Market,Thai,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,768,India,1.0,1200.0
Ichiban,1,New Delhi,Pandara Road Market,Japanese,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,768,India,1.0,1200.0
Krishna Di Kulfi,1,New Delhi,Pandara Road Market,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,154,India,1.0,200.0
Krishna Di Kulfi,1,New Delhi,Pandara Road Market,Desserts,200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,154,India,1.0,200.0
Pindi,1,New Delhi,Pandara Road Market,North Indian,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,337,India,1.0,1700.0
Pindi,1,New Delhi,Pandara Road Market,Mughlai,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,337,India,1.0,1700.0
Pindi,1,New Delhi,Pandara Road Market,Chinese,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,337,India,1.0,1700.0
Veg Gulati,1,New Delhi,Pandara Road Market,North Indian,1200,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,600,India,1.0,1200.0
Chor Bizarre,1,New Delhi,Pandara Road Market,North Indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,64,India,1.0,1600.0
Gulati,1,New Delhi,Pandara Road Market,North Indian,1500,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,4373,India,1.0,1500.0
Gulati,1,New Delhi,Pandara Road Market,Mughlai,1500,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,4373,India,1.0,1500.0
Havemore,1,New Delhi,Pandara Road Market,North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1157,India,1.0,1500.0
Aggarwal Sweets,1,New Delhi,Pandav Nagar,Street Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India,1.0,250.0
Om Sai Dosa Corner,1,New Delhi,Pandav Nagar,South Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India,1.0,350.0
Om Sai Dosa Corner,1,New Delhi,Pandav Nagar,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India,1.0,350.0
Angelena Restaurant,1,New Delhi,Pandav Nagar,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Angelena Restaurant,1,New Delhi,Pandav Nagar,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Chennai Dosa Express,1,New Delhi,Pandav Nagar,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
Chennai Dosa Xpress,1,New Delhi,Pandav Nagar,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
Domino's Pizza,1,New Delhi,Pandav Nagar,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,700.0
Domino's Pizza,1,New Delhi,Pandav Nagar,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,700.0
Foodizm,1,New Delhi,Pandav Nagar,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Foodizm,1,New Delhi,Pandav Nagar,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Healthy Nutrienty,1,New Delhi,Pandav Nagar,Beverages,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Healthy Nutrienty,1,New Delhi,Pandav Nagar,Healthy Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Kalka Ji Rasoi,1,New Delhi,Pandav Nagar,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Kalka Ji Rasoi,1,New Delhi,Pandav Nagar,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Kolkata Biriyani On Call,1,New Delhi,Pandav Nagar,Biryani,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,500.0
Mahavir Sweets,1,New Delhi,Pandav Nagar,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,250.0
Massi's Kitchen,1,New Delhi,Pandav Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
New Shama Chicken Restaurant,1,New Delhi,Pandav Nagar,Biryani,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Pizza King,1,New Delhi,Pandav Nagar,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,600.0
Raj Shri,1,New Delhi,Pandav Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Roll Junction,1,New Delhi,Pandav Nagar,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,150.0
Sai Bhojanalay,1,New Delhi,Pandav Nagar,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,300.0
Shree Balaji Caterers,1,New Delhi,Pandav Nagar,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
Shree Balaji Caterers,1,New Delhi,Pandav Nagar,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
Smily Cakes,1,New Delhi,Pandav Nagar,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Zaika Restaurant,1,New Delhi,Pandav Nagar,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Zaika Restaurant,1,New Delhi,Pandav Nagar,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
"34, Chowringhee Lane",1,New Delhi,Paschim Vihar,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,30,India,1.0,350.0
A Pizza House,1,New Delhi,Paschim Vihar,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,38,India,1.0,500.0
A Pizza House,1,New Delhi,Paschim Vihar,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,38,India,1.0,500.0
Amrit Family Rasoi,1,New Delhi,Paschim Vihar,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,53,India,1.0,400.0
Amrit Family Rasoi,1,New Delhi,Paschim Vihar,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,53,India,1.0,400.0
Bake Club,1,New Delhi,Paschim Vihar,Bakery,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,15,India,1.0,250.0
Bake Club,1,New Delhi,Paschim Vihar,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,15,India,1.0,250.0
Cafe Coffee Day,1,New Delhi,Paschim Vihar,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40,India,1.0,450.0
Cake O Frost,1,New Delhi,Paschim Vihar,Bakery,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14,India,1.0,350.0
Chawla Kitchen,1,New Delhi,Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,49,India,1.0,600.0
Chawla Kitchen,1,New Delhi,Paschim Vihar,Mughlai,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,49,India,1.0,600.0
Chawla Kitchen,1,New Delhi,Paschim Vihar,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,49,India,1.0,600.0
Cherry Fresh,1,New Delhi,Paschim Vihar,Ice Cream,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,21,India,1.0,200.0
Cherry Fresh,1,New Delhi,Paschim Vihar,Desserts,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,21,India,1.0,200.0
Chocooze,1,New Delhi,Paschim Vihar,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9,India,1.0,300.0
Chuk Chuk Mail,1,New Delhi,Paschim Vihar,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,44,India,1.0,300.0
Chuk Chuk Mail,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,44,India,1.0,300.0
Da Pizza Bakers,1,New Delhi,Paschim Vihar,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,24,India,1.0,500.0
Domino's Pizza,1,New Delhi,Paschim Vihar,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,111,India,1.0,700.0
Domino's Pizza,1,New Delhi,Paschim Vihar,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,111,India,1.0,700.0
Green Chick Chop,1,New Delhi,Paschim Vihar,Raw Meats,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,51,India,1.0,350.0
Green Chick Chop,1,New Delhi,Paschim Vihar,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,51,India,1.0,350.0
Green Chick Chop,1,New Delhi,Paschim Vihar,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,51,India,1.0,350.0
Grill Zone,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,23,India,1.0,300.0
Grill Zone,1,New Delhi,Paschim Vihar,Italian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,23,India,1.0,300.0
Grill Zone,1,New Delhi,Paschim Vihar,Pizza,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,23,India,1.0,300.0
Grover Mithaivala,1,New Delhi,Paschim Vihar,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46,India,1.0,100.0
Grover Mithaivala,1,New Delhi,Paschim Vihar,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46,India,1.0,100.0
Hong Kong Express,1,New Delhi,Paschim Vihar,Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,50,India,1.0,700.0
Hong Kong Express,1,New Delhi,Paschim Vihar,Thai,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,50,India,1.0,700.0
Hot Spot Roll Corner,1,New Delhi,Paschim Vihar,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,34,India,1.0,150.0
Jaiveer Naan & Chaap,1,New Delhi,Paschim Vihar,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,27,India,1.0,400.0
Jaiveer Naan & Chaap,1,New Delhi,Paschim Vihar,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,27,India,1.0,300.0
Kabab Hut,1,New Delhi,Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,37,India,1.0,600.0
Kabbaba,1,New Delhi,Paschim Vihar,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India,1.0,500.0
Kabbaba,1,New Delhi,Paschim Vihar,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India,1.0,500.0
Kabbaba,1,New Delhi,Paschim Vihar,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India,1.0,500.0
McDonald's,1,New Delhi,Paschim Vihar,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,94,India,1.0,500.0
McDonald's,1,New Delhi,Paschim Vihar,Burger,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,94,India,1.0,500.0
New Durga Corner,1,New Delhi,Paschim Vihar,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,37,India,1.0,250.0
New Durga Dosa Corner,1,New Delhi,Paschim Vihar,South Indian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,43,India,1.0,300.0
New Durga Dosa Corner,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,43,India,1.0,300.0
